Time,HMDP.x,HMDP.y,HMDP.z,HMDR_Q.x,HMDR_Q.y,HMDR_Q.z,HMDR_Q.w,LeftHandP.x,LeftHandP.y,LeftHandP.z,LeftHandR_Q.x,LeftHandR_Q.y,LeftHandR_Q.z,LeftHandR_Q.w,RightHandP.x,RightHandP.y,RightHandP.z,RightHandR_Q.x,RightHandR_Q.y,RightHandR_Q.z,RightHandR_Q.w,TriggerPull
36.98566,0.1452923,1.248318,0.2478988,0.09283953,0.1087919,-0.007953067,-0.9896879,0.1058115,1.093919,0.7538624,0.2791598,0.2071335,0.001222898,-0.9376374,0.5438828,1.160493,0.4788105,0.5919159,-0.1036891,0.6594155,-0.4517248,0
36.99648,0.1465449,1.247465,0.2480894,0.08891883,0.1048545,-0.007813129,-0.9904736,0.1058612,1.090815,0.7554173,0.2763649,0.21046,0.001467157,-0.9377244,0.5415667,1.158908,0.4805084,0.5891091,-0.103121,0.6590898,-0.4559795,0
37.0075,0.1477145,1.246607,0.2483575,0.08501399,0.1007595,-0.007727433,-0.9912419,0.1060022,1.088148,0.7564225,0.2731839,0.2140198,0.0006408474,-0.9378517,0.5393414,1.157161,0.4823195,0.5860904,-0.1032699,0.6587099,-0.4603637,0
37.01865,0.1490318,1.245642,0.2485127,0.08083839,0.09656293,-0.007661542,-0.9920092,0.1066029,1.085879,0.7569634,0.2713258,0.2165071,0.001000157,-0.9378199,0.537436,1.155054,0.4841229,0.5838487,-0.1045614,0.6577856,-0.4642259,0
37.02965,0.1503233,1.244623,0.2487504,0.07660127,0.09219871,-0.007606875,-0.9927608,0.107039,1.083529,0.7573521,0.2683574,0.2192015,0.0006946634,-0.9380484,0.5353082,1.153156,0.485635,0.5813292,-0.1055612,0.6567461,-0.4686124,0
37.04132,0.1516056,1.243651,0.2490468,0.07235494,0.08801591,-0.007659682,-0.9934583,0.1074415,1.081172,0.7577392,0.264714,0.2220198,-0.0004889495,-0.9384208,0.5337164,1.151571,0.4866689,0.5791225,-0.1064924,0.6547245,-0.4739328,0
37.0522,0.1529344,1.242566,0.2492455,0.06796027,0.08375278,-0.007787066,-0.9941359,0.1076975,1.078573,0.7580062,0.2608517,0.2250624,-0.001133859,-0.938777,0.531898,1.150102,0.4880099,0.5768272,-0.1067563,0.6528718,-0.4791992,0
37.06299,0.1542429,1.241556,0.2494305,0.06370991,0.07960396,-0.007909114,-0.9947572,0.1082994,1.076474,0.758257,0.2574977,0.2264362,-0.0007689634,-0.9393728,0.5305533,1.14881,0.4888541,0.5751948,-0.1071517,0.6504149,-0.4843861,0
37.07437,0.1555539,1.240501,0.2495675,0.05936975,0.07559072,-0.007995563,-0.9953378,0.108633,1.074392,0.7588158,0.2546175,0.2275607,-0.0001395706,-0.9398863,0.5291632,1.147521,0.4898913,0.5737754,-0.1073228,0.6482538,-0.4889076,0
37.08528,0.1568272,1.239472,0.2497501,0.05505945,0.071639,-0.007920205,-0.9958784,0.1097427,1.073183,0.7590722,0.2541873,0.2253263,0.004586727,-0.9405296,0.528582,1.146166,0.4899454,0.5735003,-0.1077546,0.6461015,-0.4919749,0
37.09633,0.1580647,1.238372,0.2498206,0.05068318,0.06790747,-0.007691147,-0.9963738,0.1110286,1.072057,0.7590248,0.2539945,0.2235306,0.008864665,-0.9409795,0.528151,1.144835,0.4901575,0.572647,-0.1088193,0.6442618,-0.4951369,0
37.10743,0.1593245,1.237298,0.2498558,0.04616377,0.06423952,-0.007408937,-0.9968386,0.1119048,1.070661,0.7590647,0.253283,0.222568,0.01062214,-0.9413811,0.5274804,1.143382,0.490639,0.571471,-0.1098695,0.6425701,-0.4984509,0
37.11858,0.1605287,1.236167,0.2498372,0.04149433,0.06078308,-0.007106712,-0.9972629,0.1128511,1.06985,0.7587298,0.2530909,0.2209479,0.01117785,-0.9418079,0.5275286,1.142177,0.4906968,0.5705276,-0.1110873,0.6409735,-0.5013092,0
37.12973,0.1617206,1.235026,0.2498064,0.03694845,0.0573272,-0.006971874,-0.9976472,0.1134143,1.069004,0.7580925,0.2531065,0.2205996,0.01087401,-0.9418889,0.5277488,1.140857,0.4907653,0.5693212,-0.1128897,0.6396837,-0.5039187,0
37.14079,0.1627953,1.233972,0.2498512,0.03265901,0.05417138,-0.00653698,-0.997976,0.1139659,1.068501,0.7575448,0.2527274,0.2209845,0.01269683,-0.9418777,0.5279511,1.139584,0.4908037,0.5681413,-0.1141254,0.6388662,-0.5060047,0
37.15192,0.1639186,1.232892,0.2497957,0.0284748,0.05106605,-0.006343849,-0.9982692,0.1141011,1.068165,0.7566394,0.2533459,0.2219936,0.01581377,-0.941427,0.5286337,1.138427,0.4906087,0.567255,-0.1149764,0.6386195,-0.5071167,0
37.1632,0.1649241,1.231887,0.2498116,0.0245613,0.04815362,-0.006093059,-0.9985194,0.1143473,1.068118,0.7557629,0.2552547,0.222366,0.01876535,-0.9407691,0.5293421,1.137295,0.4902064,0.5666843,-0.1161165,0.6376515,-0.5087107,0
37.17424,0.1659561,1.230876,0.2497121,0.02070324,0.04533715,-0.005690604,-0.998741,0.1147101,1.067791,0.7549703,0.2566378,0.2216917,0.02110628,-0.9405022,0.5302,1.136353,0.4896828,0.5666645,-0.117137,0.636612,-0.5097995,0
37.18546,0.166869,1.229887,0.249607,0.01694202,0.04264998,-0.005181033,-0.9989331,0.1151757,1.067904,0.7542874,0.2585132,0.2190526,0.02330918,-0.9405549,0.5310559,1.135377,0.4892078,0.566635,-0.1181129,0.6356816,-0.5107672,0
37.19635,0.1677778,1.228979,0.2495515,0.01312649,0.04014593,-0.004381312,-0.999098,0.1157386,1.067999,0.753593,0.2604451,0.215954,0.02617254,-0.9406633,0.5325536,1.134485,0.4882498,0.5675828,-0.1198976,0.6339196,-0.5114883,0
37.20748,0.1686895,1.227995,0.249369,0.009292056,0.03758984,-0.003730118,-0.9992431,0.1159818,1.067785,0.7528567,0.2616729,0.215282,0.02974777,-0.9403703,0.5335045,1.133745,0.4876351,0.5679932,-0.1215042,0.6320326,-0.5129866,0
37.21859,0.169476,1.227029,0.2492921,0.005275014,0.03515149,-0.002996053,-0.9993636,0.1159989,1.068091,0.7518362,0.2636037,0.2159437,0.033622,-0.9395483,0.5348107,1.13309,0.4866772,0.5687903,-0.1232145,0.6302387,-0.5139017,0
37.22987,0.1703482,1.226009,0.2490255,0.001339515,0.0327063,-0.002433338,-0.9994612,0.1158811,1.068038,0.7508048,0.2652418,0.2166907,0.03667576,-0.9388008,0.5361161,1.132437,0.4858173,0.5692335,-0.124277,0.6292838,-0.5143252,0
37.24076,0.1711823,1.224959,0.2487324,-0.002665844,0.03041216,-0.001851152,-0.9995322,0.1156034,1.068529,0.7495105,0.2666703,0.2181255,0.038847,-0.9379762,0.5375638,1.131778,0.4848242,0.5699605,-0.1250078,0.6290377,-0.5136436,0
37.25194,0.1720035,1.223942,0.2483736,-0.006542053,0.02822991,-0.001518899,-0.9995789,0.1156527,1.068586,0.7484578,0.2677607,0.2180383,0.0408327,-0.9376013,0.5392268,1.130963,0.4837773,0.5704398,-0.1262678,0.6285412,-0.513411,0
37.26298,0.1727989,1.222968,0.2480286,-0.01034747,0.02616147,-0.001200738,-0.9996035,0.1154664,1.069035,0.7473506,0.2687478,0.2167036,0.0408323,-0.9376284,0.5406382,1.130433,0.4827184,0.5712857,-0.1274093,0.6277929,-0.5131039,0
37.27406,0.1736048,1.221979,0.2476392,-0.01399989,0.02428205,-0.00102234,-0.9996066,0.1154597,1.069589,0.7462031,0.2696228,0.2146963,0.04075539,-0.9378423,0.5420191,1.129908,0.4816318,0.5723663,-0.1289224,0.6263433,-0.5132933,0
37.28516,0.174415,1.220944,0.2472378,-0.01746276,0.02226451,-0.001032592,-0.999599,0.1153058,1.070112,0.7448604,0.2705214,0.212946,0.04094627,-0.9379743,0.5435038,1.12936,0.4805627,0.5733829,-0.1310582,0.6247224,-0.513593,0
37.29627,0.1752208,1.220016,0.2468649,-0.02096495,0.0205192,-0.001051542,-0.9995692,0.1150138,1.071007,0.7434595,0.2710913,0.2105648,0.03973685,-0.9383991,0.5448443,1.128942,0.4792739,0.5751761,-0.1332533,0.6222959,-0.5139688,0
37.30743,0.1760104,1.219082,0.2464578,-0.02403459,0.01880237,-0.00114784,-0.9995337,0.1146114,1.07216,0.74167,0.2717221,0.2091329,0.03902356,-0.9385669,0.5462351,1.128508,0.4779022,0.5772338,-0.134873,0.619499,-0.5146179,0
37.31864,0.1768014,1.218179,0.2460902,-0.02687723,0.01713021,-0.00116578,-0.9994913,0.1135988,1.073706,0.7397224,0.2731669,0.2089501,0.03744533,-0.9382524,0.5473812,1.128334,0.4765438,0.5794941,-0.1359,0.6160337,-0.5159653,0
37.3301,0.1775856,1.217337,0.2456805,-0.02947741,0.01535499,-0.0009778611,-0.9994471,0.1126323,1.075136,0.7376825,0.2750423,0.2093722,0.03481124,-0.9377117,0.5485348,1.127991,0.4751593,0.5814723,-0.1364933,0.6132622,-0.516884,0
37.34076,0.1784329,1.216587,0.245272,-0.03203409,0.01353411,-0.0005674305,-0.9993951,0.1107188,1.07729,0.7350439,0.2783785,0.2120954,0.03042782,-0.9362667,0.549685,1.127636,0.4739084,0.5830552,-0.1371272,0.6112881,-0.5172714,0
37.35217,0.1792258,1.215788,0.2448249,-0.03442698,0.01165534,-9.692729E-06,-0.9993393,0.1086597,1.079849,0.7319199,0.2820282,0.215649,0.02873033,-0.9344143,0.5509076,1.127351,0.4724587,0.5841998,-0.1379545,0.6095061,-0.5178623,0
37.36299,0.1800801,1.214981,0.2443985,-0.03677326,0.009673426,0.0006871722,-0.9992766,0.1065859,1.082155,0.7286392,0.2864034,0.2182157,0.02937428,-0.9324657,0.5519924,1.127092,0.471413,0.5852111,-0.1387778,0.6075324,-0.518819,0
37.374,0.1808882,1.214248,0.243884,-0.03899129,0.007733429,0.001313953,-0.9992087,0.1047713,1.085206,0.7249452,0.2917612,0.220122,0.02920888,-0.9303595,0.5530391,1.126778,0.4702702,0.5863233,-0.139261,0.6053825,-0.5199456,0
37.38523,0.1816702,1.213542,0.2435157,-0.04110878,0.005718178,0.001872233,-0.9991366,0.1030068,1.088101,0.7212801,0.2974575,0.2210762,0.02760242,-0.9283764,0.5540682,1.126448,0.4690918,0.587487,-0.1398313,0.6031829,-0.5210344,0
37.39629,0.1825385,1.212786,0.2431102,-0.04308679,0.003611748,0.002268028,-0.9990622,0.1010567,1.091987,0.7169715,0.3056802,0.2207911,0.0256724,-0.9258251,0.5547915,1.126318,0.4680676,0.5886729,-0.1403417,0.6008465,-0.5222566,0
37.40741,0.183382,1.212066,0.242594,-0.04478225,0.001542842,0.00249569,-0.9989926,0.09926593,1.096126,0.7122244,0.3154756,0.2207081,0.02469531,-0.9225798,0.5555745,1.125968,0.4669236,0.5903116,-0.1415442,0.5976463,-0.5237523,0
37.41843,0.1842508,1.211303,0.2420878,-0.0463869,-0.0005219179,0.002548676,-0.9989201,0.09755385,1.100268,0.7065556,0.3270325,0.2215636,0.0246568,-0.9183416,0.5562273,1.125644,0.4656284,0.5922301,-0.1432528,0.5935178,-0.5258124,0
37.42965,0.1851627,1.210616,0.2415962,-0.04802148,-0.002550007,0.002536903,-0.9988399,0.09635675,1.104568,0.7002673,0.3392335,0.2222228,0.02624858,-0.9137005,0.5571214,1.125239,0.4642519,0.5941824,-0.1443277,0.5896443,-0.5276707,0
37.44087,0.1859553,1.209817,0.2410296,-0.04965521,-0.004671246,0.002357941,-0.9987527,0.09508562,1.108653,0.6942854,0.3504226,0.2221825,0.02766231,-0.9094359,0.5572336,1.125053,0.4630083,0.5960391,-0.1449062,0.585293,-0.5302562,0
37.45176,0.1868241,1.209095,0.2404405,-0.05143718,-0.006549389,0.002382213,-0.9986519,0.09388447,1.11309,0.6871326,0.3629211,0.220638,0.02871828,-0.904866,0.5571679,1.12499,0.4617602,0.5975354,-0.1449397,0.5812491,-0.5330042,0
37.46288,0.1876866,1.208365,0.2398914,-0.05320189,-0.008451529,0.002238892,-0.9985456,0.0929867,1.11729,0.6798227,0.3755479,0.2184824,0.0310514,-0.9001472,0.5568287,1.125052,0.4607599,0.5990137,-0.1450142,0.5767481,-0.5362043,0
37.47403,0.1885519,1.207634,0.2392342,-0.05503998,-0.01030639,0.002407922,-0.9984282,0.09254175,1.121478,0.6718228,0.3891887,0.2175584,0.03688278,-0.894338,0.5564924,1.124511,0.4596934,0.6000787,-0.1455088,0.5721753,-0.5397669,0
37.48514,0.1894122,1.206897,0.2385629,-0.05710622,-0.01233352,0.002501377,-0.9982889,0.09223926,1.125479,0.6638743,0.4031923,0.2177148,0.04479119,-0.8877106,0.555786,1.124258,0.4587845,0.6009723,-0.1454582,0.5684134,-0.5427527,0
37.49625,0.190295,1.206094,0.2378175,-0.05904835,-0.01441001,0.002681433,-0.9981475,0.09373426,1.129661,0.6539558,0.4232653,0.219503,0.06248588,-0.87679,0.5543747,1.124035,0.4581283,0.6014691,-0.1444688,0.5655656,-0.545435,0
37.50728,0.1911623,1.205307,0.2371978,-0.06112196,-0.01655898,0.002894427,-0.9979888,0.09494132,1.133831,0.6446649,0.4418535,0.2199125,0.07607267,-0.8663815,0.5530326,1.123772,0.4576668,0.6015104,-0.1431058,0.5635719,-0.5478071,0
37.51846,0.1920415,1.204435,0.2363747,-0.06310467,-0.01873583,0.003165713,-0.9978261,0.09789377,1.137579,0.6344724,0.4645411,0.2189835,0.09586772,-0.8526765,0.551707,1.123448,0.4571784,0.6012868,-0.1419158,0.5617257,-0.550253,0
37.52949,0.1928915,1.203526,0.2356497,-0.06506243,-0.02095398,0.003449558,-0.9976552,0.1008723,1.140958,0.6244848,0.4852062,0.2166149,0.1145908,-0.839358,0.549731,1.123015,0.4572254,0.6003155,-0.1403997,0.5606769,-0.5527665,0
37.5406,0.1936843,1.202609,0.2347641,-0.06691469,-0.0231408,0.003687452,-0.9974835,0.1061357,1.143781,0.6141418,0.5081947,0.2102168,0.1381353,-0.8236904,0.5473139,1.122618,0.457419,0.5988701,-0.1383214,0.5602678,-0.5552672,0
37.55176,0.1944908,1.201742,0.2338444,-0.06867678,-0.02516523,0.003987444,-0.9973136,0.1121473,1.146083,0.6036327,0.5299697,0.2006799,0.1591843,-0.808406,0.5451915,1.122272,0.457289,0.5981022,-0.1369034,0.5586591,-0.5580603,0
37.56312,0.195188,1.200812,0.2329134,-0.07042052,-0.02721112,0.004380737,-0.9971365,0.1185023,1.147581,0.593772,0.5500068,0.1893824,0.1767116,-0.7939773,0.5426102,1.121987,0.457379,0.5974751,-0.134222,0.5572308,-0.5608045,0
37.57405,0.1959114,1.199908,0.2318739,-0.07237449,-0.02918265,0.004907375,-0.9969385,0.1250611,1.148476,0.5839648,0.5676711,0.1771882,0.1904559,-0.7810764,0.5396702,1.12195,0.4574475,0.5968948,-0.1308557,0.5554628,-0.5639631,0
37.58564,0.196614,1.19899,0.2307225,-0.07444121,-0.03105876,0.005444024,-0.9967268,0.1311491,1.148829,0.5747659,0.5829585,0.1660943,0.203324,-0.7689158,0.5367206,1.121992,0.4577062,0.5961235,-0.1276877,0.5539963,-0.5669398,0
37.59615,0.1972865,1.198086,0.2295356,-0.07644258,-0.03291734,0.005841581,-0.9965134,0.1382086,1.148189,0.5661268,0.5941406,0.1530769,0.2151442,-0.7597877,0.5329541,1.121965,0.4582413,0.5945374,-0.1241275,0.5524032,-0.5709363,0
37.6073,0.197991,1.19718,0.2283419,-0.07863888,-0.03476454,0.006250848,-0.9962772,0.1453949,1.14672,0.5587059,0.6018982,0.1403442,0.2298045,-0.751806,0.5296896,1.121725,0.4585513,0.5930165,-0.1211382,0.5508768,-0.5746232,0
37.61835,0.1985588,1.196292,0.2270567,-0.08066434,-0.03655368,0.006399121,-0.9960504,0.152905,1.14459,0.5519621,0.6073046,0.1271066,0.2464971,-0.7444892,0.5263435,1.121494,0.4589134,0.5909965,-0.1178958,0.5496883,-0.5785037,0
37.6294,0.1991073,1.195502,0.2257031,-0.08280231,-0.03819185,0.00653114,-0.9958125,0.1604661,1.142221,0.5445567,0.6135404,0.1132515,0.262927,-0.7359428,0.5228624,1.121303,0.4591402,0.5890996,-0.1148162,0.5488226,-0.5818699,0
37.64062,0.1996243,1.194692,0.2242427,-0.08489501,-0.0397753,0.006836001,-0.9955722,0.168808,1.138883,0.5383416,0.6171458,0.09396081,0.2771668,-0.7303978,0.5189615,1.120951,0.4594222,0.586475,-0.1108397,0.5503635,-0.5838335,0
37.65171,0.2001078,1.19392,0.2227041,-0.08690508,-0.04114514,0.006921454,-0.9953425,0.1770996,1.135315,0.5324472,0.6208579,0.07179423,0.288875,-0.7252119,0.5153086,1.120666,0.4597548,0.5841153,-0.1067776,0.5512223,-0.5861415,0
37.66285,0.200537,1.193176,0.2211436,-0.08894402,-0.04232522,0.006837603,-0.9951134,0.1854324,1.131268,0.5271429,0.6230314,0.05113386,0.3034187,-0.7191345,0.511349,1.12041,0.4599578,0.581429,-0.1023911,0.5528584,-0.588051,0
37.67587,0.2009355,1.19253,0.2194448,-0.09073613,-0.04318781,0.00673539,-0.9949154,0.1936152,1.12681,0.5225823,0.6239344,0.03351248,0.322736,-0.7109319,0.5074672,1.120104,0.4602243,0.5782968,-0.0979015,0.5546283,-0.5902336,0
37.68498,0.2013477,1.191955,0.2176881,-0.0924495,-0.04409012,0.006620802,-0.9947188,0.2017884,1.121984,0.5177835,0.6248741,0.01786283,0.3435237,-0.70086,0.5036396,1.119773,0.4603832,0.575079,-0.09354845,0.5563567,-0.5924526,0
37.69632,0.2017044,1.191393,0.2158529,-0.09405424,-0.04480112,0.006371277,-0.9945382,0.2098829,1.11703,0.513838,0.6240026,0.003083167,0.3667204,-0.6900199,0.4997056,1.119376,0.4605851,0.5714654,-0.08914963,0.5582693,-0.5948237,0
37.70741,0.202008,1.190835,0.213954,-0.09552044,-0.04532289,0.006080918,-0.9943765,0.2170177,1.112078,0.509901,0.6234844,-0.0123476,0.3869129,-0.6792741,0.4956371,1.118943,0.4606774,0.5666406,-0.08465323,0.5610518,-0.5974724,0
37.71826,0.2023151,1.190311,0.2119733,-0.09695063,-0.04588407,0.00572667,-0.9942145,0.2233124,1.108219,0.50666,0.6250948,-0.02237697,0.4009827,-0.6693047,0.491784,1.118473,0.460604,0.5620341,-0.08007815,0.5638856,-0.5997819,0
37.7294,0.2025969,1.189877,0.2099413,-0.09824802,-0.04634377,0.005285908,-0.9940683,0.2290404,1.104505,0.5025201,0.6280094,-0.03134686,0.4130697,-0.658783,0.4879727,1.118077,0.4605391,0.5578623,-0.07552986,0.5666532,-0.6016554,0
37.74047,0.2028569,1.189494,0.2078059,-0.09941259,-0.04652442,0.004792566,-0.9939465,0.2326195,1.101858,0.4995269,0.6332166,-0.03027046,0.4208184,-0.6488702,0.4841728,1.117422,0.45988,0.5541198,-0.07155789,0.5703778,-0.6020797,0
37.75156,0.203095,1.189176,0.2056469,-0.1005376,-0.04669989,0.00440904,-0.993827,0.2367096,1.098109,0.4966368,0.6353193,-0.03274312,0.4334656,-0.6382828,0.4804115,1.116894,0.4595815,0.5504907,-0.06745575,0.5727246,-0.6036524,0
37.76286,0.2032895,1.18892,0.2033927,-0.1013803,-0.04674093,0.003631447,-0.9937426,0.2402878,1.094703,0.4947364,0.6352803,-0.03147975,0.4469658,-0.6290069,0.4766619,1.116429,0.4584914,0.5479972,-0.06384502,0.5745922,-0.6045386,0
37.77395,0.2035537,1.188722,0.2010839,-0.1019756,-0.04661148,0.002952499,-0.9936899,0.2444375,1.091084,0.4924951,0.6346015,-0.03381187,0.4600062,-0.6201066,0.4728882,1.115846,0.4576327,0.5449173,-0.05968885,0.5765532,-0.6058785,0
37.78497,0.2037241,1.188478,0.1989014,-0.1023318,-0.04652068,0.002278467,-0.9936593,0.246837,1.088219,0.4918592,0.6314865,-0.03553128,0.4703681,-0.6153993,0.4692228,1.115258,0.4567581,0.5412379,-0.05553572,0.5785367,-0.6076782,0
37.79603,0.2039182,1.188442,0.196633,-0.102247,-0.04620998,0.001635075,-0.9936839,0.2491851,1.085391,0.4913142,0.6265431,-0.03920646,0.4788842,-0.6136584,0.4654508,1.114766,0.455941,0.5371657,-0.05119057,0.5804292,-0.6098643,0
37.80717,0.2040732,1.188421,0.1943341,-0.1020965,-0.04585183,0.001039935,-0.9937168,0.2507271,1.083332,0.4913127,0.6203353,-0.04533594,0.4820228,-0.617076,0.461849,1.114351,0.4551355,0.5327962,-0.04628115,0.5819713,-0.6126139,0
37.81833,0.2042713,1.188477,0.1919885,-0.1016091,-0.04550593,0.0003906248,-0.9937831,0.2524134,1.081184,0.4906687,0.614453,-0.05147163,0.4838262,-0.6210559,0.4584785,1.113772,0.4540577,0.5289577,-0.04169718,0.5832543,-0.6150444,0
37.82931,0.2044804,1.188627,0.1897136,-0.1010803,-0.04512195,-0.000219982,-0.9938545,0.2524624,1.080668,0.4906104,0.606648,-0.05739135,0.4765595,-0.6337,0.4553545,1.113512,0.4526354,0.5255895,-0.03730041,0.5845618,-0.61697,0
37.82931,Task7,Finish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37.84053,0.2046928,1.188828,0.1874791,-0.1002874,-0.04473902,-0.0007926142,-0.9939519,0.2518544,1.0807,0.4909847,0.5986536,-0.05887108,0.4688553,-0.6467789,0.4525955,1.113022,0.4510809,0.5227274,-0.03332833,0.5865701,-0.6177223,0
37.85175,0.2049853,1.189075,0.185276,-0.09930187,-0.0443484,-0.001429623,-0.9940677,0.2506869,1.081376,0.4917197,0.5919062,-0.05534072,0.4659173,-0.6553667,0.4498107,1.112602,0.4494702,0.5191417,-0.02991282,0.5891128,-0.6185008,0
37.86263,0.2052236,1.189321,0.1831582,-0.09803467,-0.04397895,-0.001933463,-0.9942089,0.2494426,1.081661,0.4918677,0.5878999,-0.05014734,0.4696185,-0.6567476,0.447436,1.11248,0.4481754,0.5158722,-0.02681796,0.5918093,-0.618804,0
37.8737,0.2055587,1.189647,0.1810876,-0.09683135,-0.0436383,-0.00234999,-0.994341,0.2488432,1.081674,0.4917306,0.5872961,-0.04537825,0.4804734,-0.6497456,0.4451557,1.112128,0.4468484,0.5124705,-0.02297649,0.5944024,-0.6192995,0
37.88502,0.2058702,1.189934,0.1790529,-0.09553467,-0.04352392,-0.002732612,-0.9944704,0.2486492,1.081352,0.4907442,0.5897847,-0.04186036,0.493181,-0.6381021,0.4429753,1.11202,0.445532,0.509178,-0.01904586,0.5963033,-0.6203203,0
37.89596,0.2061917,1.190259,0.1770983,-0.09425618,-0.04350765,-0.002892316,-0.9945926,0.2487353,1.080938,0.4894976,0.591549,-0.04083547,0.5021437,-0.629487,0.4408044,1.112283,0.4440548,0.5070807,-0.01550281,0.596839,-0.6216206,0
37.90704,0.2065157,1.190521,0.1750604,-0.09298198,-0.04350455,-0.002902173,-0.9947127,0.2485474,1.081049,0.4878223,0.5948185,-0.04155893,0.5071468,-0.622307,0.4392881,1.112484,0.4424219,0.5061132,-0.01262238,0.596787,-0.6225235,0
37.91827,0.2068739,1.190877,0.1732099,-0.09173108,-0.04357474,-0.002880837,-0.9948258,0.2481207,1.081247,0.4860864,0.5963011,-0.04170325,0.5085624,-0.6197179,0.4382921,1.112751,0.4407455,0.5059422,-0.01000567,0.5960734,-0.6233931,0
37.92937,0.2072681,1.191302,0.171414,-0.09031043,-0.04381318,-0.002750175,-0.9949456,0.2463834,1.082622,0.4842049,0.5982055,-0.04143036,0.5025435,-0.6228032,0.4374123,1.113334,0.4390774,0.506355,-0.007479954,0.5950761,-0.6240457,0
37.94043,0.2077132,1.191738,0.1698223,-0.0888055,-0.04416808,-0.00234615,-0.9950665,0.2434045,1.084774,0.481832,0.599551,-0.03492015,0.4985326,-0.6251275,0.4369758,1.11388,0.4377102,0.506297,-0.004713751,0.594607,-0.6245668,0
37.9515,0.2081379,1.192234,0.168183,-0.08730277,-0.04466065,-0.002088594,-0.9951781,0.2414159,1.086146,0.4800229,0.5996119,-0.03012956,0.4999553,-0.6241815,0.4365379,1.114533,0.4369181,0.5052937,-0.001483466,0.5950757,-0.624949,0
37.96267,0.2086028,1.192723,0.1667154,-0.08578897,-0.04520505,-0.001776017,-0.9952857,0.2383698,1.087794,0.4777104,0.5992499,-0.02638718,0.5002666,-0.6244492,0.4365249,1.115201,0.4362566,0.5043411,0.001967346,0.5956651,-0.6251555,0
37.97384,0.2091181,1.193235,0.1652544,-0.08429318,-0.04584737,-0.001395216,-0.9953848,0.235845,1.089242,0.475324,0.5994945,-0.02381905,0.5005603,-0.6240821,0.4370561,1.115787,0.4355274,0.5037451,0.003551685,0.595296,-0.6259799,0
37.98476,0.2095952,1.193737,0.1639489,-0.08277452,-0.04648452,-0.00113024,-0.995483,0.2322785,1.091268,0.4719771,0.6006813,-0.02101303,0.4990212,-0.6242743,0.4381174,1.11666,0.4350752,0.5045121,0.003049764,0.5929517,-0.6275879,0
37.99598,0.2101141,1.194264,0.1627063,-0.08130046,-0.0470831,-0.0008017024,-0.9955767,0.2280294,1.093847,0.4681695,0.6035134,-0.01714739,0.4936511,-0.6259284,0.438972,1.117256,0.4346485,0.5059568,0.002089743,0.5895766,-0.6296054,0
38.00703,0.2106469,1.194841,0.1616013,-0.07991232,-0.04767562,-0.0005786205,-0.995661,0.2228253,1.097059,0.4634376,0.6080061,-0.01063137,0.4844888,-0.6288769,0.4406637,1.118189,0.4344268,0.5094219,-0.0007041778,0.5830708,-0.6328644,0
38.01822,0.2111937,1.195294,0.1605412,-0.07856654,-0.0482057,-0.0004310291,-0.9957427,0.2165931,1.100425,0.4582732,0.6105884,-0.002393496,0.4759684,-0.6329536,0.4425955,1.119221,0.4347289,0.5138966,-0.003994255,0.5741217,-0.6373999,0
38.02921,0.2117609,1.195706,0.1595385,-0.07749577,-0.04887506,-0.0002675051,-0.9957939,0.2106458,1.103135,0.4541806,0.6102747,0.004775536,0.4701766,-0.6375547,0.4441348,1.120033,0.4350176,0.5177882,-0.006119969,0.5658295,-0.6416345,0
38.04044,0.2123381,1.195987,0.1586301,-0.07649039,-0.04952684,-0.0002299447,-0.9958395,0.2023495,1.106134,0.4496925,0.6045752,0.01048413,0.4605235,-0.649844,0.4470745,1.120972,0.4365051,0.5230601,-0.009447759,0.5554608,-0.6463607,0
38.05152,0.2128929,1.196339,0.1577772,-0.07568038,-0.05019184,8.5477E-05,-0.9958682,0.1951869,1.108843,0.4451587,0.6023564,0.01442289,0.4488308,-0.6599317,0.4494551,1.12183,0.4374969,0.5256789,-0.01219968,0.5481676,-0.6504039,0
38.06268,0.213497,1.196611,0.1570606,-0.07512905,-0.05110524,0.0004241078,-0.9958634,0.1860299,1.112122,0.4399158,0.6006382,0.01774364,0.4279417,-0.6751184,0.4525027,1.122089,0.4400662,0.5270803,-0.01740617,0.5393144,-0.6565237,0
38.07377,0.2141078,1.196907,0.1563945,-0.07466229,-0.0519692,0.0008554565,-0.9958534,0.1758504,1.115588,0.4340392,0.6001279,0.02333519,0.4052598,-0.6892507,0.4554843,1.122291,0.4428819,0.5279364,-0.02420556,0.5274673,-0.6651884,0
38.08474,0.2146395,1.197181,0.1558053,-0.07419623,-0.05303936,0.001435129,-0.9958311,0.1647084,1.11863,0.428502,0.59828,0.02888341,0.3812575,-0.70418,0.4582074,1.122581,0.4458603,0.5294617,-0.03136449,0.5125965,-0.675227,0
38.09581,0.215191,1.197368,0.155332,-0.07367936,-0.05411957,0.002187885,-0.99581,0.152817,1.121937,0.4230957,0.5962013,0.03518206,0.3561962,-0.718631,0.4612279,1.123453,0.4493195,0.531659,-0.04080315,0.4881639,-0.6909195,0
